,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.5789473684210527,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23203285420944558,0.1843971631205673,0.3121693121693121,0.28397817460317465,0.47959183673469385,0.08757062146892657
1,0.6052631578947367,0.3333333333333333,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.36139630390143734,0.27186761229314416,0.3756613756613756,0.2110615079365079,0.3163265306122449,0.10169491525423728
2,0.18421052631578938,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1806981519507187,0.17730496453900702,0.3227513227513228,0.1929563492063493,0.22448979591836737,0.14124293785310732
3,0.868421052631579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2833675564681725,0.20803782505910162,0.2857142857142857,0.2475198412698414,0.15306122448979587,0.09604519774011298
4,0.26315789473684204,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.19712525667351133,0.10165484633569738,0.17989417989417988,0.18154761904761907,0.2448979591836734,0.06779661016949153
5,0.42105263157894735,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.2874743326488706,0.16548463356973997,0.26455026455026454,0.24231150793650802,0.2448979591836734,0.08474576271186442
6,0.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3018480492813142,0.3947990543735225,0.5079365079365079,0.3115079365079365,0.20408163265306123,0.11864406779661017
7,0.6578947368421053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297741273100616,0.29550827423167847,0.2962962962962963,0.2098214285714286,0.18367346938775508,0.1327683615819209
8,0.3421052631578947,0.6666666666666667,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.32238193018480493,0.2671394799054373,0.48677248677248675,0.3449900793650794,0.30612244897959184,0.11299435028248588
9,0.39473684210526305,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.4743326488706366,0.08983451536643022,0.24338624338624337,0.2790178571428572,0.20408163265306123,0.11299435028248588
